,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
99,a,https://i.imgur.com/am8935n.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
100,c,https://i.imgur.com/zdzZUBO.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
101,c,https://i.imgur.com/4PKpJzt.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
102,c,https://i.imgur.com/bN1Xt8f.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
103,b,https://i.imgur.com/NyUEDGT.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
104,d,https://i.imgur.com/zMHH6Nd.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
105,b,https://i.imgur.com/ZWrkhIW.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
106,c,https://i.imgur.com/cnXsyoK.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
107,a,https://i.imgur.com/KfO3Yow.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
109,b,https://i.imgur.com/xit7D67.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
111,a,https://i.imgur.com/U9MFihb.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
112,c,https://i.imgur.com/yzAm2on.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
113,b,https://i.imgur.com/YDTHRPJ.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
114,c,https://i.imgur.com/lHHDZCN.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
115,c,https://i.imgur.com/ai7njFj.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
116,a,https://i.imgur.com/ri3aSPF.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
118,c,https://i.imgur.com/2Riow0m.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
119,a,https://i.imgur.com/KQQ9yL3.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
120,c,https://i.imgur.com/8uvUSO3.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
121,d,https://i.imgur.com/JzzBHex.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
122,c,https://i.imgur.com/iItxNoZ.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
123,c,https://i.imgur.com/0gaJvtP.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
124,a,https://i.imgur.com/IrpmP1I.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
125,d,https://i.imgur.com/RIL6HeZ.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
126,c,https://i.imgur.com/wJMUnvQ.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
127,a,https://i.imgur.com/jQBj7e5.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
129,a,https://i.imgur.com/mABE6Nd.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
130,c,https://i.imgur.com/IaCCWrd.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
131,b,https://i.imgur.com/L2C7lDj.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
132,b,https://i.imgur.com/zX4OIXS.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
133,c,https://i.imgur.com/knHJikW.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
134,d,https://i.imgur.com/r3CmOJW.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
135,b,https://i.imgur.com/Vl7rcg1.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
136,c,https://i.imgur.com/DD0gRCZ.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
137,d,https://i.imgur.com/V9OrBoZ.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
138,a,https://i.imgur.com/KbUkmV0.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
139,a,https://i.imgur.com/a6KgY9Y.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
140,b,https://i.imgur.com/VBYDoba.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
141,b,https://i.imgur.com/gUUcU1W.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
142,c,https://i.imgur.com/b8CO9Ng.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
143,c,https://i.imgur.com/dmByOfF.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
144,b,https://i.imgur.com/Oh1JbZC.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
145,c,https://i.imgur.com/PWN5ra9.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
146,a,https://i.imgur.com/oX4sMQN.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
147,c,https://i.imgur.com/qTGEkAG.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
148,a,https://i.imgur.com/6pBH9OG.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
149,a,https://i.imgur.com/pts8oPp.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
150,a,https://i.imgur.com/oTYKXbA.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
151,c,https://i.imgur.com/BPvyrYj.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
152,b,https://i.imgur.com/nyPKcOS.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
153,b,https://i.imgur.com/MVJ0Ugp.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
154,a,https://i.imgur.com/Xctz2SX.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
155,c,https://i.imgur.com/KZofDM5.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
156,c,https://i.imgur.com/qjRWgL9.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
157,b,https://i.imgur.com/5nxw4QR.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
158,b,https://i.imgur.com/n1CguZ0.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
159,c,https://i.imgur.com/mVFdx7i.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
160,b,https://i.imgur.com/v8ACQyz.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
