sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
14,a,https://images2.imgbox.com/ca/af/v5qYAYry_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
15,c,https://images2.imgbox.com/5b/41/8PLLkb4j_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
16,b,https://images2.imgbox.com/08/bc/5ifLOLfP_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
17,b,https://images2.imgbox.com/1e/7d/mS8VfSYr_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
18,a,https://images2.imgbox.com/f5/c5/svbvU1DS_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
19,c,https://images2.imgbox.com/87/aa/IenPxsFU_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
20,d,https://images2.imgbox.com/c8/6f/y3s4431N_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
21,b,https://images2.imgbox.com/96/2e/y8kdmJwS_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
23,b,https://images2.imgbox.com/22/17/KZ1TMSHQ_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
24,b,https://images2.imgbox.com/fb/c6/CYg9cOjd_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
25,b,https://images2.imgbox.com/d2/14/2s2EmDLe_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
26,b,https://images2.imgbox.com/c0/56/d72NO3YH_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
27,a,https://images2.imgbox.com/1f/d0/ejDfah8W_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
28,c,https://images2.imgbox.com/e6/e0/2uoFM0Pw_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
29,a,https://images2.imgbox.com/44/93/2uCFN1DP_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
30,d,https://images2.imgbox.com/5e/11/YUE8HVi4_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
31,c,https://images2.imgbox.com/2c/15/B1V8h7Ev_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
32,a,https://images2.imgbox.com/66/11/4hg1vxQk_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
33,b,https://images2.imgbox.com/f8/22/AcipSrsa_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
34,b,https://images2.imgbox.com/a9/29/JEgzcC3w_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
35,c,https://images2.imgbox.com/5f/74/2wsuYydu_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
36,a,https://images2.imgbox.com/3c/44/6W1fnWBY_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
37,c,https://images2.imgbox.com/3c/fe/FW9Ipabt_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
38,d,https://images2.imgbox.com/b6/a9/oGfrcEhp_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
39,b,https://images2.imgbox.com/f5/bb/tcW1XYWv_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
41,a,https://images2.imgbox.com/a1/81/pR9DCnzg_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
42,d,https://images2.imgbox.com/ce/67/coYYabe7_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
43,d,https://images2.imgbox.com/68/10/Ql1cOhox_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
44,c,https://images2.imgbox.com/88/d1/eM3Goqej_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
45,c,https://images2.imgbox.com/16/cd/7PGeUEAq_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
46,c,https://images2.imgbox.com/8c/40/9MfER8fR_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
47,c,https://images2.imgbox.com/ff/ca/vNYxr1gN_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
48,a,https://images2.imgbox.com/a5/0a/Jrg170a0_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
49,d,https://images2.imgbox.com/59/14/7bi8bLuk_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
50,c,https://images2.imgbox.com/ba/66/2vK3EWdM_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
51,a,https://images2.imgbox.com/3b/dd/webQtR4r_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
52,a,https://images2.imgbox.com/44/9d/Ej88DIcP_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
53,d,https://images2.imgbox.com/27/06/z8DGLUlm_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
54,c,https://images2.imgbox.com/0d/3b/Bsa17mRJ_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
55,c,https://images2.imgbox.com/1d/36/TOCb5jFj_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
56,a,https://images2.imgbox.com/b4/ad/5lmOIhWC_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
58,b,https://images2.imgbox.com/e8/90/HvmtsdHk_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
59,c,https://images2.imgbox.com/7e/66/Hy4cSjmR_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
60,a,https://images2.imgbox.com/81/0f/xKtPap3j_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
61,c,https://images2.imgbox.com/e7/e5/DjVYsv7P_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
62,c,https://images2.imgbox.com/69/9a/Wn4gKULo_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
63,d,https://images2.imgbox.com/5c/1d/SJMMIzsr_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
64,a,https://images2.imgbox.com/82/ee/xbbO65FZ_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
65,b,https://images2.imgbox.com/2a/dc/5Uyk4lRj_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
66,b,https://images2.imgbox.com/1d/36/7gDjyuXu_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
67,b,https://images2.imgbox.com/2a/dd/ImkqSexY_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
68,b,https://images2.imgbox.com/d8/52/S4ldlvxO_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
69,b,https://images2.imgbox.com/d9/b5/5iBDoCpD_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
70,c,https://images2.imgbox.com/52/3f/V5f6wjMY_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
71,b,https://images2.imgbox.com/fe/a3/aWc88kPB_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
72,c,https://images2.imgbox.com/cf/61/Uib6CkIv_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
73,d,https://images2.imgbox.com/5d/17/ldIBorM4_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
74,b,https://images2.imgbox.com/25/d5/uqhSxt8q_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
75,c,https://images2.imgbox.com/45/37/yRhN0ihO_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
76,a,https://images2.imgbox.com/11/37/OirTMche_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
77,b,https://images2.imgbox.com/cc/2a/TdCBIP1U_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
78,b,https://images2.imgbox.com/a5/cc/D0a18egV_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
79,b,https://images2.imgbox.com/85/c4/TiWrdo1f_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
80,c,https://images2.imgbox.com/2b/d5/v9tuES09_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
81,c,https://images2.imgbox.com/a6/1e/mCvLwzSc_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
82,b,https://images2.imgbox.com/9f/50/5q9xHbwc_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
83,c,https://images2.imgbox.com/81/d3/cCHyQZXp_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
85,b,https://images2.imgbox.com/23/c0/hdjaJB70_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
86,c,https://images2.imgbox.com/41/8f/J6nc4fA9_o.png,locopilot_electrical,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
