,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
20,a,https://i.imgur.com/eHGtDST.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
21,a,https://i.imgur.com/LiHqsis.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
23,a,https://i.imgur.com/IamM6h4.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
24,c,https://i.imgur.com/1K65lzD.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
25,c,https://i.imgur.com/Eh3S7SD.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
26,d,https://i.imgur.com/e8b82zL.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
27,c,https://i.imgur.com/JKgcb2A.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
28,c,https://i.imgur.com/2VGgYRD.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
29,d,https://i.imgur.com/B3L4B1U.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
30,d,https://i.imgur.com/zIsntK3.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
31,b,https://i.imgur.com/w7G4A62.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
32,c,https://i.imgur.com/T975XMz.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
33,a,https://i.imgur.com/xgCVWBK.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
34,a,https://i.imgur.com/BD2gdDQ.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
35,c,https://i.imgur.com/tD7KJc5.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
36,c,https://i.imgur.com/1GXzpwJ.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
37,d,https://i.imgur.com/ATmUrPA.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
38,b,https://i.imgur.com/nWQcRG6.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
40,c,https://i.imgur.com/CiWLSVg.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
42,c,https://i.imgur.com/lcU6OuJ.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
43,c,https://i.imgur.com/JPOc46e.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
44,d,https://i.imgur.com/JIOgW0Z.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
45,c,https://i.imgur.com/OSycxNl.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
46,a,https://i.imgur.com/mICbq3L.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
47,c,https://i.imgur.com/j6vejBP.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
48,a,https://i.imgur.com/ELYFOfm.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
50,a,https://i.imgur.com/VvJJRcB.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
