,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
48,c,https://i.imgur.com/eJJQFzy.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
49,c,https://i.imgur.com/OrW9rQK.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
50,a,https://i.imgur.com/UCnaV7w.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
51,a,https://i.imgur.com/GvmGYIp.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
52,b,https://i.imgur.com/qCIT8S9.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
53,c,https://i.imgur.com/6Oa5Upe.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
54,d,https://i.imgur.com/Uznl8Yd.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
55,c,https://i.imgur.com/SH6baRt.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
56,b,https://i.imgur.com/3I8A4Jk.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
57,c,https://i.imgur.com/pPKcNcg.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
58,c,https://i.imgur.com/8uXgeqN.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
59,c,https://i.imgur.com/6dEfJ0F.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
60,b,https://i.imgur.com/6J4DUgk.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
61,c,https://i.imgur.com/kao44ME.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
62,a,https://i.imgur.com/k0Y7CgD.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
63,b,https://i.imgur.com/bobZxiT.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
64,b,https://i.imgur.com/JQcoLSE.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
65,a,https://i.imgur.com/9P1kTHf.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
66,b,https://i.imgur.com/iB4sZvX.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
67,b,https://i.imgur.com/WnLtSXa.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
68,b,https://i.imgur.com/2qupJ7K.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
69,c,https://i.imgur.com/z1imx7z.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
70,c,https://i.imgur.com/QSvodGo.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
71,a,https://i.imgur.com/J1Z8az6.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
73,b,https://i.imgur.com/Wtdm4tF.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
74,b,https://i.imgur.com/HlCTrjl.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
75,b,https://i.imgur.com/1Hh0j7u.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
76,b,https://i.imgur.com/KagxzSS.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
77,b,https://i.imgur.com/gk3YJ7s.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
78,b,https://i.imgur.com/4iQ1B6W.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
79,b,https://i.imgur.com/RolyqTw.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
80,c,https://i.imgur.com/aT3iKMx.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
81,d,https://i.imgur.com/z0Fuhrq.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
82,d,https://i.imgur.com/0hsSIZu.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
83,d,https://i.imgur.com/Z5qEZeP.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
84,d,https://i.imgur.com/VkFw5m0.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
86,c,https://i.imgur.com/iMcvAsL.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
87,a,https://i.imgur.com/wU7Cnuz.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
88,d,https://i.imgur.com/b7NljLG.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
89,d,https://i.imgur.com/fzG0NtD.png,locopilot_electrical,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
