,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
101,a,https://imgur.com/12aQh78,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
102,d,https://imgur.com/zNztdKh,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
103,a,https://imgur.com/0NVKtiQ,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
104,a,https://imgur.com/wZZTaEF,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
105,a,https://imgur.com/G2FDMZV,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
106,b,https://imgur.com/032tTSk,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
107,a,https://imgur.com/8OTDlfw,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
108,b,https://imgur.com/OSRmTHQ,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
109,b,https://imgur.com/6JBtMcq,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
110,a,https://imgur.com/8o5Lchc,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
111,a,https://imgur.com/2jk5pNA,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
112,b,https://imgur.com/n4uXLWF,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
113,a,https://imgur.com/NIcAWBy,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
114,b,https://imgur.com/lRGcVDL,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
115,a,https://imgur.com/zxNYreO,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
117,a,https://imgur.com/wqMr9iS,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
118,b,https://imgur.com/bmqnNum,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
119,a,https://imgur.com/oX5M5P5,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
