,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
48,b,https://i.imgur.com/PYjOWlJ.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
49,b,https://i.imgur.com/k4qmfnZ.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
50,d,https://i.imgur.com/xh7HoDH.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
51,d,https://i.imgur.com/GPvfnps.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
52,a,https://i.imgur.com/QsAHw7O.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
53,b,https://i.imgur.com/3oYRkrW.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
54,a,https://i.imgur.com/rvGLYQy.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
55,a,https://i.imgur.com/wegPhfc.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
56,c,https://i.imgur.com/iqZA5H0.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
57,a,https://i.imgur.com/s7I4rF5.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
58,d,https://i.imgur.com/WeI3710.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
59,a,https://i.imgur.com/0wa7wSW.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
60,c,https://i.imgur.com/nwNZymk.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
61,a,https://i.imgur.com/PJZKt9n.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
62,b,https://i.imgur.com/igcxEdW.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
63,a,https://i.imgur.com/fTaGxMj.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
64,c,https://i.imgur.com/T7nOR45.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
65,b,https://i.imgur.com/fn7gu5r.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
66,a,https://i.imgur.com/DJxjC38.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
67,c,https://i.imgur.com/xeckPPG.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
69,c,https://i.imgur.com/9RgUcpl.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
70,b,https://i.imgur.com/AAjETvJ.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
71,b,https://i.imgur.com/K2InL10.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
72,b,https://i.imgur.com/pefITMk.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
73,a,https://i.imgur.com/gR3Rrpb.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
74,c,https://i.imgur.com/kU29S4k.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
75,a,https://i.imgur.com/dUcP5b9.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
76,d,https://i.imgur.com/aZyRF3p.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
77,c,https://i.imgur.com/kDV8znL.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
78,c,https://i.imgur.com/t5ODc8j.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
79,c,https://i.imgur.com/ajWi42t.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
80,b,https://i.imgur.com/0Cq24sU.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
81,c,https://i.imgur.com/KyMQYSc.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
83,c,https://i.imgur.com/mBcobcA.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
84,a,https://i.imgur.com/H1qWUlw.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
85,c,https://i.imgur.com/OFf97MR.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
86,c,https://i.imgur.com/hHtLKUp.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
87,c,https://i.imgur.com/6pUt7MO.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
88,d,https://i.imgur.com/fI95rb7.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
89,d,https://i.imgur.com/EswPO0W.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
90,d,https://i.imgur.com/BrmNcCN.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
91,b,https://i.imgur.com/1nfOp1m.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
92,a,https://i.imgur.com/DyLVB37.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
93,c,https://i.imgur.com/QOOPCkA.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
94,d,https://i.imgur.com/ISGbpG7.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
95,b,https://i.imgur.com/yABo8Vt.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
96,a,https://i.imgur.com/LXHVzPl.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
97,c,https://i.imgur.com/J8NhcK0.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
99,d,https://i.imgur.com/sB1035r.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
100,c,https://i.imgur.com/Jw4P3Fs.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
101,d,https://i.imgur.com/4TS3UHO.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
102,b,https://i.imgur.com/mFY23i8.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
103,d,https://i.imgur.com/fkxe0wj.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
104,a,https://i.imgur.com/qmI3Agf.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
105,a,https://i.imgur.com/EUcRCOr.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
106,d,https://i.imgur.com/aKtOcxa.png,locopilot_electrical,A,B,C,D,15.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
