,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
39,a,https://i.imgur.com/ebSujXh.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
40,a,https://i.imgur.com/XheqrYZ.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
41,b,https://i.imgur.com/GXqethX.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
42,a,https://i.imgur.com/QmImEBM.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
43,a,https://i.imgur.com/800rGPy.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
44,d,https://i.imgur.com/jV8tTlK.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
45,a,https://i.imgur.com/rKdzUOI.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
46,b,https://i.imgur.com/jCnxEKR.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
47,a,https://i.imgur.com/Jv9R9Yf.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
48,d,https://i.imgur.com/ZpGnlD0.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
49,a,https://i.imgur.com/S8f9qnk.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
50,d,https://i.imgur.com/1upDznI.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
51,a,https://i.imgur.com/pEjv333.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
53,c,https://i.imgur.com/G4VEIPG.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
54,b,https://i.imgur.com/BoMP66M.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
55,b,https://i.imgur.com/i5CldMJ.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
56,d,https://i.imgur.com/N20cRhU.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
57,a,https://i.imgur.com/xk6yIl8.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
58,a,https://i.imgur.com/rJhyehD.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
59,d,https://i.imgur.com/Yug5ifO.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
60,b,https://i.imgur.com/ysVhjcp.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
61,b,https://i.imgur.com/AePyhIt.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
62,a,https://i.imgur.com/eZPiby8.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
63,d,https://i.imgur.com/otYKj5c.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
64,c,https://i.imgur.com/NiXSCi9.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
65,c,https://i.imgur.com/qv8WmSq.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
66,c,https://i.imgur.com/y5B4aV8.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
67,d,https://i.imgur.com/E4UT1vT.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
69,b,https://i.imgur.com/Z7SVXli.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
70,a,https://i.imgur.com/ZCYtNos.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
71,a,https://i.imgur.com/F46drVk.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
72,a,https://i.imgur.com/h7cSVla.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
73,d,https://i.imgur.com/wZ7R4Qx.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
74,d,https://i.imgur.com/6P8HcOU.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
75,d,https://i.imgur.com/Smt3ZmT.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
76,d,https://i.imgur.com/X7E2bnl.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
77,c,https://i.imgur.com/syTOMFv.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
78,a,https://i.imgur.com/JLdT7J2.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
79,c,https://i.imgur.com/Dlapzis.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
80,a,https://i.imgur.com/cShvv23.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
81,b,https://i.imgur.com/K0RaYl0.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
83,a,https://i.imgur.com/eqzyoDy.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
84,a,https://i.imgur.com/1NQCAb1.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
85,a,https://i.imgur.com/ubH4kvf.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
86,c,https://i.imgur.com/LPxAqyK.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
87,a,https://i.imgur.com/85HzMXS.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
88,c,https://i.imgur.com/TLx7Z3y.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
89,a,https://i.imgur.com/1Uhcm8Y.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
90,a,https://i.imgur.com/1iwMzlT.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
91,c,https://i.imgur.com/HbTZb9F.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
92,d,https://i.imgur.com/mTHADpN.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
93,a,https://i.imgur.com/HQ0sVvx.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
94,b,https://i.imgur.com/x8615fv.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
95,b,https://i.imgur.com/HViU1t7.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
96,a,https://i.imgur.com/Qgo1Heh.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
97,d,https://i.imgur.com/pl3klMW.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
98,b,https://i.imgur.com/4uJQT18.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
99,a,https://i.imgur.com/8JqjMjd.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
100,c,https://i.imgur.com/3rD2vIw.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
102,a,https://i.imgur.com/o622mzD.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
103,c,https://i.imgur.com/5q5XiZG.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
104,d,https://i.imgur.com/Y68iJWo.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
105,d,https://i.imgur.com/ahmjQi8.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
106,c,https://i.imgur.com/j5ctVt1.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
107,a,https://i.imgur.com/EJlBXry.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
108,a,https://i.imgur.com/oiAhNSb.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
109,c,https://i.imgur.com/DrQTqkV.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
110,d,https://i.imgur.com/nnmbMCG.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
111,d,https://i.imgur.com/6oVnUDt.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
112,a,https://i.imgur.com/ii6ybrq.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
113,c,https://i.imgur.com/vzAy6bA.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
114,a,https://i.imgur.com/tIWHygK.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
116,c,https://i.imgur.com/S8Zpoa0.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
117,d,https://i.imgur.com/kMRpFIU.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
118,a,https://i.imgur.com/V4J0QKH.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
119,d,https://i.imgur.com/s3m5N0c.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
120,d,https://i.imgur.com/A8TygnB.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
121,b,https://i.imgur.com/SJOQdmq.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
122,c,https://i.imgur.com/dqXTfjB.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
123,b,https://i.imgur.com/rBYjQ9l.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
124,c,https://i.imgur.com/5BnjwWL.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
125,d,https://i.imgur.com/JBaYozs.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
126,c,https://i.imgur.com/L7yUdKy.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
127,c,https://i.imgur.com/jtI0khd.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
128,b,https://i.imgur.com/aHbrU2s.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
129,c,https://i.imgur.com/nTJJwkT.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
130,b,https://i.imgur.com/eJ2RVoF.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
132,c,https://i.imgur.com/uQX4zKT.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
133,a,https://i.imgur.com/SKbvRyx.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
134,a,https://i.imgur.com/zbnxKwf.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
135,d,https://i.imgur.com/jfq72O0.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
136,a,https://i.imgur.com/8BA3JCs.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
137,d,https://i.imgur.com/AEJuErP.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
138,c,https://i.imgur.com/3AJunRw.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
139,d,https://i.imgur.com/VeEsguS.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
140,a,https://i.imgur.com/Je8d6z5.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
141,a,https://i.imgur.com/6IEmr2h.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
142,b,https://i.imgur.com/JBdZgX6.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
143,a,https://i.imgur.com/TExcsPm.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
144,d,https://i.imgur.com/OIFi5jr.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
145,a,https://i.imgur.com/IxwqH4f.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
146,a,https://i.imgur.com/6MgGySZ.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
147,a,https://i.imgur.com/u5crsDk.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
148,d,https://i.imgur.com/o71LLBm.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
149,a,https://i.imgur.com/3UGLFoH.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
150,d,https://i.imgur.com/je8FWQc.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
151,d,https://i.imgur.com/y1kMrtD.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
152,c,https://i.imgur.com/QNGY05d.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
153,b,https://i.imgur.com/LPccgw3.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
154,d,https://i.imgur.com/co20tXS.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
155,a,https://i.imgur.com/OllADZk.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
156,d,https://i.imgur.com/CUJU4jp.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
157,d,https://i.imgur.com/zkaXArq.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
158,b,https://i.imgur.com/CQQ1yEk.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
159,b,https://i.imgur.com/rHrzb8x.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
160,b,https://i.imgur.com/4LVxa7p.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
162,c,https://i.imgur.com/H97QKUJ.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
163,d,https://i.imgur.com/JMzn5tK.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
164,a,https://i.imgur.com/ycH80Jr.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
165,d,https://i.imgur.com/8luTlri.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
166,c,https://i.imgur.com/SE2gLF3.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
167,b,https://i.imgur.com/GyFn0Fz.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
168,b,https://i.imgur.com/VZwKXp7.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
169,b,https://i.imgur.com/G4iPu5N.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
170,b,https://i.imgur.com/NDxbBim.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
171,b,https://i.imgur.com/5A5HE3M.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
172,a,https://i.imgur.com/RQnNcog.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
173,d,https://i.imgur.com/Wbfwyfz.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
174,d,https://i.imgur.com/FI66GuF.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
175,d,https://i.imgur.com/w09SCrY.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
176,d,https://i.imgur.com/vAsNSbW.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
177,b,https://i.imgur.com/1uxPonp.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
178,a,https://i.imgur.com/ErgKyet.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
179,c,https://i.imgur.com/sBJgLD4.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
180,b,https://i.imgur.com/uQkLmj7.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
181,c,https://i.imgur.com/0enrxk0.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
182,b,https://i.imgur.com/fEp4oxe.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
183,b,https://i.imgur.com/41WrQHe.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
184,b,https://i.imgur.com/DJuwIbS.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
185,b,https://i.imgur.com/I9NEYLE.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
186,c,https://i.imgur.com/vn1ARio.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
187,a,https://i.imgur.com/qGBmWTB.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
188,c,https://i.imgur.com/hYTrho5.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
189,a,https://i.imgur.com/0RwKDUs.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
190,a,https://i.imgur.com/q8yRyE3.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
191,d,https://i.imgur.com/uEkT44a.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
192,d,https://i.imgur.com/HzWDLpI.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
193,d,https://i.imgur.com/Hl9wg8K.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
195,a,https://i.imgur.com/IZRotau.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
196,a,https://i.imgur.com/WRbsFf1.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
197,a,https://i.imgur.com/rPDaM5S.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
198,b,https://i.imgur.com/Po11H8n.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
199,b,https://i.imgur.com/ilvO4ty.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
200,a,https://i.imgur.com/JQQT77p.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
201,c,https://i.imgur.com/ZwIOvVM.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
202,c,https://i.imgur.com/jjd5xyq.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
203,a,https://i.imgur.com/e3WGyGn.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
227,c,https://i.imgur.com/oTFolip.png,locopilot_electrical,A,B,C,D,19.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
