SL.NO.,correct,QuestionLink,sectionType,optA,optB,optC,optD,category,usedFor,lang,source
31,B,https://i.imgur.com/Vouvf6t.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
32,B,https://i.imgur.com/FKtm5LD.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
33,C,https://i.imgur.com/WbLrDoj.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
34,D,https://i.imgur.com/MQoj2CX.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
35,B,https://i.imgur.com/tJinoO3.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
36,A,https://i.imgur.com/XhBLNMA.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
37,A,https://i.imgur.com/4kze12q.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
38,A,https://i.imgur.com/R0jD5Nk.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
39,A,https://i.imgur.com/jUEi7WB.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
40,A,https://i.imgur.com/4ZK3tYl.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
41,B,https://i.imgur.com/LqoBKPh.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
42,B,https://i.imgur.com/LaFGEcM.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
43,A,https://i.imgur.com/8sS6x0R.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
44,D,https://i.imgur.com/LsLKMN7.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
45,A,https://i.imgur.com/dv0ayE8.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
46,B,https://i.imgur.com/LMwNkgv.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
47,A,https://i.imgur.com/Qa5kcw0.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
48,B,https://i.imgur.com/xvf0LBQ.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
49,D,https://i.imgur.com/XqzOP3K.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
50,C,https://i.imgur.com/LEuny8g.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
51,A,https://i.imgur.com/9ZL0g4y.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
52,B,https://i.imgur.com/lanpMjh.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
53,A,https://i.imgur.com/Xgs8VPF.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
54,C,https://i.imgur.com/mLbCFIX.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
55,D,https://i.imgur.com/mpySBxT.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
56,B,https://i.imgur.com/mVKSsMt.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
57,D,https://i.imgur.com/mgDLif0.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
58,B,https://i.imgur.com/AEFBKIT.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
59,B,https://i.imgur.com/TCfpe0U.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
61,B,https://i.imgur.com/ZWJMGde.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
62,C,https://i.imgur.com/Q0Ifk93.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
63,C,https://i.imgur.com/7gIctx6.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
64,B,https://i.imgur.com/KSV5lOb.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
65,D,https://i.imgur.com/8qpRkxb.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
66,B,https://i.imgur.com/VCVyqmq.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
67,D,https://i.imgur.com/FMrmknu.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
68,C,https://i.imgur.com/CQveosI.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
69,A,https://i.imgur.com/bY2Q1NM.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
70,A,https://i.imgur.com/vXf07QM.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
71,C,https://i.imgur.com/dHIZnXv.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
72,B,https://i.imgur.com/owD1H7C.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
73,A,https://i.imgur.com/u1XYYxb.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
74,B,https://i.imgur.com/YrJRjpi.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
75,B,https://i.imgur.com/cTDqLSS.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
76,D,https://i.imgur.com/ObsAJ11.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
77,D,https://i.imgur.com/jLR9Qei.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
78,C,https://i.imgur.com/YITRxoc.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
79,A,https://i.imgur.com/I29q5kH.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
80,C,https://i.imgur.com/lSKsIWv.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
81,C,https://i.imgur.com/LFDegJj.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
82,B,https://i.imgur.com/EY6QHMl.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
83,A,https://i.imgur.com/b9ct0sw.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
84,B,https://i.imgur.com/WpHNf3z.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
85,D,https://i.imgur.com/iOgG4Qw.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
86,B,https://i.imgur.com/L6rB8t8.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
87,D,https://i.imgur.com/m4JceED.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
88,A,https://i.imgur.com/ue0tZmc.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
89,A,https://i.imgur.com/KE301r4.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
90,C,https://i.imgur.com/IJ62Gtw.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
91,C,https://i.imgur.com/NjEee4E.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
92,B,https://i.imgur.com/PFsrOqX.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
93,C,https://i.imgur.com/fTBJxP7.png,locopilot_electrical,A,B,C,D,3.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
