,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
56,a,https://i.imgur.com/LmjmUrM.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
57,a,https://i.imgur.com/bu7ul9K.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
58,b,https://i.imgur.com/O0p5aRg.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
59,d,https://i.imgur.com/UrxsRhp.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
60,a,https://i.imgur.com/S7EoGFP.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
62,a,https://i.imgur.com/hYJx8m4.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
63,a,https://i.imgur.com/LFKYnKp.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
64,c,https://i.imgur.com/1s0r66Y.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
65,a,https://i.imgur.com/52vmgnJ.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
66,d,https://i.imgur.com/8kpOqT0.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
67,b,https://i.imgur.com/SO97zdr.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
68,b,https://i.imgur.com/T2L5Rt1.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
69,c,https://i.imgur.com/tl2cZC8.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
70,d,https://i.imgur.com/OOE8E5k.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
72,b,https://i.imgur.com/raMpCMw.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
73,b,https://i.imgur.com/h8UnTjC.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
74,b,https://i.imgur.com/8Whg1rv.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
75,c,https://i.imgur.com/5LnnFD2.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
76,c,https://i.imgur.com/AVzQhSo.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
77,a,https://i.imgur.com/JjhU0o8.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
79,d,https://i.imgur.com/BzoE5Gs.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
80,c,https://i.imgur.com/6jceyRw.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
81,a,https://i.imgur.com/Au8gSFo.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
84,d,https://i.imgur.com/3UY66kP.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
85,a,https://i.imgur.com/13OSMUx.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
86,b,https://i.imgur.com/EL8FOmJ.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
88,a,https://i.imgur.com/WyFcpWr.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
89,b,https://i.imgur.com/9g7Q5vy.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
90,c,https://i.imgur.com/bqM97IS.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
91,a,https://i.imgur.com/94j5tRK.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
92,d,https://i.imgur.com/xnfsVvH.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
93,d,https://i.imgur.com/il1y594.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
94,a,https://i.imgur.com/rc7zOWt.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
96,a,https://i.imgur.com/6RKSd4C.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
97,b,https://i.imgur.com/EBtjOk6.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
98,d,https://i.imgur.com/8Pfylz7.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
99,a,https://i.imgur.com/l7mjlGH.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
100,d,https://i.imgur.com/Fcn8wBL.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
101,c,https://i.imgur.com/Q068dtk.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
102,b,https://i.imgur.com/gXu9Syx.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
103,a,https://i.imgur.com/ieI2bWd.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
104,d,https://i.imgur.com/Ym9RtiM.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
105,a,https://i.imgur.com/fWMt6gq.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
106,a,https://i.imgur.com/XvAjrHK.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
107,b,https://i.imgur.com/vpcwkjB.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
108,c,https://i.imgur.com/SkG1LOT.png,locopilot_electrical,A,B,C,D,11.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
