SL.NO.,correct,QuestionLink,sectionType,optA,optB,optC,optD,category,usedFor,lang,source
54,A,https://i.imgur.com/0WJDLk2.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
55,B,https://i.imgur.com/rwVVxSQ.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
56,B,https://i.imgur.com/DLlV6jB.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
57,D,https://i.imgur.com/MtnS4sT.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
58,D,https://i.imgur.com/4Jzmvl9.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
59,B,https://i.imgur.com/RtCZpnP.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
60,C,https://i.imgur.com/t3nYTQ1.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
61,D,https://i.imgur.com/KPob9T5.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
62,B,https://i.imgur.com/GYZkpGE.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
63,B,https://i.imgur.com/Hk15lrv.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
64,B,https://i.imgur.com/pNeBDe8.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
65,A,https://i.imgur.com/D6rfPgr.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
66,A,https://i.imgur.com/YUrQcXs.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
67,B,https://i.imgur.com/c3tJWdY.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
68,C,https://i.imgur.com/4x6QmyG.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
69,A,https://i.imgur.com/xtq0zUa.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
70,B,https://i.imgur.com/1UIGH51.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
71,D,https://i.imgur.com/N411zPc.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
72,B,https://i.imgur.com/ZyMXCnu.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
73,A,https://i.imgur.com/7HIk3kv.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
74,C,https://i.imgur.com/FUjiouI.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
75,B,https://i.imgur.com/W7SS74Z.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
76,D,https://i.imgur.com/wJUK43A.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
77,D,https://i.imgur.com/5fRcH5A.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
78,A,https://i.imgur.com/jXSYuAs.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
79,B,https://i.imgur.com/xDmXWv7.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
80,B,https://i.imgur.com/u7ntQOE.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
81,A,https://i.imgur.com/vBcjJWr.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
82,B,https://i.imgur.com/lvGJrDq.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
83,D,https://i.imgur.com/zbJgzkt.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
84,C,https://i.imgur.com/AAyKxi6.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
85,A,https://i.imgur.com/siILDOi.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
86,C,https://i.imgur.com/Fog3HIB.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
87,A,https://i.imgur.com/8f8V5qb.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
88,B,https://i.imgur.com/G8UuWP6.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
89,A,https://i.imgur.com/QaDZF9s.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
90,B,https://i.imgur.com/A5AV6rY.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
91,C,https://i.imgur.com/VJ81f2e.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
92,A,https://i.imgur.com/9UvM7lb.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
93,C,https://i.imgur.com/0JMndG4.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
94,A,https://i.imgur.com/kROQ3Ss.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
95,B,https://i.imgur.com/wvDCPP3.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
96,B,https://i.imgur.com/Pw4tuLj.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
97,D,https://i.imgur.com/X85fRdg.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
98,A,https://i.imgur.com/OmrjLgk.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
99,B,https://i.imgur.com/IuUCras.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
100,D,https://i.imgur.com/1nC9S2t.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
101,A,https://i.imgur.com/6oJxbZt.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
102,D,https://i.imgur.com/SATnSoK.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
103,D,https://i.imgur.com/pIolN7J.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
104,D,https://i.imgur.com/oRapinN.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
105,B,https://i.imgur.com/3hoEGcX.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
106,A,https://i.imgur.com/mRjtuaV.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
107,C,https://i.imgur.com/pLBcy9D.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
108,B,https://i.imgur.com/TA7jjrO.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
109,C,https://i.imgur.com/pWzdzF5.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
111,A,https://i.imgur.com/ZtZM3ZJ.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
112,B,https://i.imgur.com/9xoO47n.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
113,B,https://i.imgur.com/s1bJV6D.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
114,A,https://i.imgur.com/1pNLG5M.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
115,B,https://i.imgur.com/ZULzGO4.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
116,C,https://i.imgur.com/XJVwZ4L.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
117,D,https://i.imgur.com/KlYzbmE.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
118,B,https://i.imgur.com/kd97B7o.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
119,B,https://i.imgur.com/PC4lTHo.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
120,B,https://i.imgur.com/b2yvrT8.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
121,A,https://i.imgur.com/RibkNJH.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
122,B,https://i.imgur.com/AW3jzqj.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
123,B,https://i.imgur.com/F7aGakr.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
124,D,https://i.imgur.com/GpQacPT.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
125,B,https://i.imgur.com/ldVsNFJ.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
126,C,https://i.imgur.com/eBYLxwf.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
127,B,https://i.imgur.com/NQ5E2Sw.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
129,B,https://i.imgur.com/nl9W5Dg.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
130,C,https://i.imgur.com/q7HxH3z.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
131,D,https://i.imgur.com/M8TmWMd.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
132,B,https://i.imgur.com/uT4wRrW.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
133,A,https://i.imgur.com/Juao33u.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
134,D,https://i.imgur.com/WTXxAcx.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
135,B,https://i.imgur.com/aKzNARP.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
136,C,https://i.imgur.com/gbSRxl3.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
137,C,https://i.imgur.com/cLmTsqA.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
138,A,https://i.imgur.com/XHC5n3g.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
139,A,https://i.imgur.com/U6iAVOE.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
141,A,https://i.imgur.com/O9kOnrN.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
142,D,https://i.imgur.com/YUlubec.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
143,B,https://i.imgur.com/BIGbglL.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
144,A,https://i.imgur.com/bVlmO76.png,locopilot_electrical,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
