num,correct,QuestionLink,sectionType,lang,optionA,optionB,optionC,optionD,source,usedFor
87,2,https://i.imgur.com/0YmDEJb.png,jeeChemistry12,English,A,B,C,D,JITO,IITJEE12
88,4,https://i.imgur.com/AHPfbLQ.png,jeeChemistry12,English,A,B,C,D,JITO,IITJEE12
89,4,https://i.imgur.com/9tLLzuq.png,jeeChemistry12,English,A,B,C,D,JITO,IITJEE12
90,4,https://i.imgur.com/nSN9WYT.png,jeeChemistry12,English,A,B,C,D,JITO,IITJEE12
91,3,https://i.imgur.com/AGrrvNE.png,jeeChemistry12,English,A,B,C,D,JITO,IITJEE12
92,1,https://i.imgur.com/l76o541.png,jeeChemistry12,English,A,B,C,D,JITO,IITJEE12
93,3,https://i.imgur.com/QjClsFo.png,jeeChemistry12,English,A,B,C,D,JITO,IITJEE12
94,3,https://i.imgur.com/KFnIvaW.png,jeeChemistry12,English,A,B,C,D,JITO,IITJEE12
95,3,https://i.imgur.com/z4RaYgn.png,jeeChemistry12,English,A,B,C,D,JITO,IITJEE12
96,3,https://i.imgur.com/RSRomBo.png,jeeChemistry12,English,A,B,C,D,JITO,IITJEE12
97,2,https://i.imgur.com/yjXKJIs.png,jeeChemistry12,English,A,B,C,D,JITO,IITJEE12
98,1,https://i.imgur.com/2PDKuiv.png,jeeChemistry12,English,A,B,C,D,JITO,IITJEE12
99,2,https://i.imgur.com/SeA3bSe.png,jeeChemistry12,English,A,B,C,D,JITO,IITJEE12
100,3,https://i.imgur.com/XJFd414.png,jeeChemistry12,English,A,B,C,D,JITO,IITJEE12
